Property Name,Address,Phone,Phone 2,Phone 3,HotelRating,state,cityName,timezone
Global Luxury Suites at Tasman,121 East Tasman Drive San JoseCalifornia 95134 ,201-225-8660,,,ThreeStar,maryland,"California,   Maryland",Eastern
Bella Piazza Condos,904 Charo Pkwy DavenportFlorida 33897 ,201-230-9313,,,All,florida,"Davenport,   Florida",Eastern
Renaissance Meadowlands Hotel,801 Rutherford Avenue 801 RutherfordNew Jersey 07070 ,201-231-3100,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Extended Stay America Ramsey Upper Saddle River,112 State Highway 17 North RamseyNew Jersey 07446 ,201-236-9996,,,TwoStar,new jersey,"Ramsey,   New Jersey",Eastern
W Hoboken,225 River Street HobokenNew Jersey 07030 ,201-253-2400,,,FourStar,new jersey,"Hoboken,   New Jersey",Eastern
Best Western Paramus Hotel & Suites,211 Route 17 South ParamusNew Jersey 07652 ,201-261-8686,,,TwoStar,new jersey,"Paramus,   New Jersey",Eastern
Hampton Inn Paramus NJ,625 From Road ParamusNew Jersey 07652 ,201-262-0046,,,TwoStar,new jersey,"Paramus,   New Jersey",Eastern
Fairfield Inn & Suites by Marriott Paramus,601 From Road ParamusNew Jersey 07652 ,201-262-6900,,,TwoStar,new jersey,"Paramus,   New Jersey",Eastern
La Quinta Inn Paramus,393 Rt 17 South ParamusNew Jersey 07652 ,201-265-4200,,,TwoStar,new jersey,"Paramus,   New Jersey",Eastern
Meadowlands Plaza Hotel,40 Wood Avenue Swan Plaza Shopping CenterSecaucusNew Jersey 07094 ,201-272-1000,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Fairfield Inn & Suites North Bergen,1707 69th Street North BergenNew Jersey 07047 ,201-272-6600,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Hilton Hasbrouck Heights meadowlands,650 Terrace Avenue Hasbrouck HeightsNew Jersey 07604 ,201-288-6100,,,ThreeStar,new jersey,"Hasbrouck Heights,   New Jersey",Eastern
Holiday Inn Hasbrouck Heights Meadowlands,283 Route 17 South Hasbrouck Heights07604 New Jersey ,201-288-9600,,,ThreeStar,new jersey,"Hasbrouck Heights,   New Jersey",Eastern
Park Ridge Marriott,300 Brae Boulevard Park RidgeNew Jersey 07656 ,201-307-0800,,,ThreeStar,new jersey,"Park Ridge,   New Jersey",Eastern
Red Roof PLUS Secaucus Meadowlands,15 Meadowlands Parkway SecaucusNew Jersey 07094 ,201-319-1000,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Ramsey Inn & Suites,425 NJ-17 RamseyNew Jersey 07446 ,201-327-0095,,,All,new jersey,"Ramsey,   New Jersey",Eastern
Best Western The Inn at Ramsey,1315 Route 17 S RamseyNew Jersey 07446 ,201-327-6700,,,ThreeStar,new jersey,"Ramsey,   New Jersey",Eastern
Explore Hotel and Hostel,415 38th Street 07087 Union City ,201-330-1144,,,TwoStar,new jersey,"Union,   New Jersey",Eastern
Hudson Street Apartments at Liberty Towers,33 35 Hudson Street Jersey CityNew Jersey 07302 ,201-331-7012,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Holiday Inn Secaucus Meadowlands,300 Plaza Drive The Plaza at Harmon MeadowSecaucusNew Jersey 07094 ,201-348-2000,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Meadowlands View Hotel,2750 Tonnelle Avenue North BergenNew Jersey 07047 ,201-348-3600,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Rodeway Inn Meadowlands,155 Route 3 East SecaucusNew Jersey 07094 ,201-348-8300,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
BellaView Suites At CityPlace,17 The Promenade EdgewaterNew Jersey 07020 ,201-381-0285,,,ThreeStar,new jersey,"Edgewater,   New Jersey",Eastern
Wyndham Garden North Bergen Near Secaucus,1706 PATERSON PLANK RD  ,201-389-4100,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Hilton Woodcliff Lake,Tice Blvd 200 07677 Woodcliff Lake Woodcliff LakeNew Jersey 07677 ,201-391-3600,,,ThreeStar,new jersey,"Woodcliff Lake,   New Jersey",Eastern
Courtyard Montvale,100 Chestnut Ridge Road MontvaleNew Jersey 07645 ,201-391-7700,,,ThreeStar,new jersey,"Montvale,   New Jersey",Eastern
Quality Suites,1200 Tonnelle Ave North BergenNew Jersey 07047 ,201-392-0008,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Hyatt House Jersey City,1 Exchange Pl Jersey CityNew Jersey 07302 ,201-395-0500,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Rodeway Inn Jersey City,459 Tonnelle Avenue Jersey CityNew Jersey 07307 ,201-420-7788,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Days Inn by Wyndham Jersey City / NYC Area,750 Tonnelle Ave 07307 Jersey CityNew Jersey ,201-420-9040,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Hyatt Place Secaucus,575 Park Plaza Drive SecaucusNew Jersey 07094 ,201-422-9480,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Ramada by Wyndham Jersey City,65 Tonnele Avenue Jersey CityNew Jersey 07306 ,201-432-6100,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Travelodge by Wyndham South Hackensack,636 Huyler St South HackensackNew Jersey 07606-1716 ,201-440-1690,,,TwoStar,new jersey,"Hackensack,   New Jersey",Eastern
Knights Inn South Hackensack NJ NYC Area,410 Route 46 West 07606 South Hackensack South HackensackNew Jersey 07606 ,201-440-4476,,,TwoStar,new jersey,"Hackensack,   New Jersey",Eastern
Rodeway Inn Capri,1 Valley Road Little FerryNew Jersy 07643 ,201-440-4500,,,TwoStar,new jersey,"Little Ferry,   New Jersey",Eastern
Element New York Wood Ridge,"379 Route 17, Wood-Ridge, 7075, U.S.A. ",201-460-0790,,,ThreeStar,new jersey,"Englewood,   New Jersey",Eastern
Homewood Suites by Hilton East Rutherford Meadowlands,125 Route 17 South 07073 East Rutherford East RutherfordNew Jersey 07073 ,201-460-9030,,,ThreeStar,new jersey,"East Rutherford,   New Jersey",Eastern
Holiday Inn Express and Suites Meadowlands Area,100 Paterson Plank Rd CarlstadtNew Jersey 07072 ,201-460-9292,,,TwoStar,new jersey,"Carlstadt,   New Jersey",Eastern
Best Western Fort Lee,2300 Route 4 Fort LeeNew Jersey 07024 ,201-461-7000,,,TwoStar,new jersey,"Fort Lee,   New Jersey",Eastern
DoubleTree Fort Lee george Washington Bridge,2117 Route 4 Eastbound Fort Lee07024 New Jersey ,201-461-9000,,,FourStar,new jersey,"Fort Lee,   New Jersey",Eastern
Hyatt Regency Jersey City on the Hudson,2 Exchange Place Jersey CityNew Jersey 07302 ,201-469-1234,,,FourStar,new jersey,"Jersey City,   New Jersey",Eastern
Hyatt Place Fair Lawn Paramus,41-01 Broadway Route 208 NorthFair Lawn 07410New Jersey ,201-475-3888,,,ThreeStar,new jersey,"Fair Lawn,   New Jersey",Eastern
Holiday Inn Express & Suites Jersey City North Hoboken,707 Tonnelle Avenue Jersey CityNew Jersey 07307 ,201-499-1220,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
DoubleTree Hotel Jersey City,455 Washington Boulevard Jersey CityNew Jersey 07310 ,201-499-2400,,,FourStar,new jersey,"Jersey City,   New Jersey",Eastern
Fairfield Inn East Rutherford Meadowlands,850 Paterson Plank Road 850 07073 East Rutherford East RutherfordNew Jersey 07073 ,201-507-5222,,,TwoStar,new jersey,"East Rutherford,   New Jersey",Eastern
Super 8 By Wyndham Mahwah,160 Route 17 South MahwahNew Jersey 07430 ,201-512-0800,,,TwoStar,new jersey,"Mahwah,   New Jersey",Eastern
Comfort Suites,220 Sr 17 07430 Mahwah MahwahNew Jersey 07430 ,201-512-3800,,,TwoStar,new jersey,"Mahwah,   New Jersey",Eastern
Sheraton Mahwah Hotel,1 International Blvd Route 17 North Route 17 NorthMahwahNew Jersey 07495 ,201-529-1660,,,ThreeStar,new jersey,"Mahwah,   New Jersey",Eastern
Fairfield Inn & Suites Mahwah,225 Ramapo Valley Road MahwahNew Jersey 07430 ,201-529-4000,,,TwoStar,new jersey,"Mahwah,   New Jersey",Eastern
Courtyard Mahwah,140 Route 17 South MahwahNew Jersey 07430 ,201-529-5200,,,ThreeStar,new jersey,"Mahwah,   New Jersey",Eastern
DoubleTree by Hilton Mahwah,180 Route 17 S MahwahNew Jersey 07430 ,201-529-5880,,,FourStar,new jersey,"Mahwah,   New Jersey",Eastern
Home2 Suites By Hilton Hasbrouck Heights,377 Route 17 South South Hasbrouck HeightsNew Jersey 07604 ,201-552-5600,,,ThreeStar,new jersey,"Hasbrouck Heights,   New Jersey",Eastern
Extended Stay America Secaucus New York City Area,1 Plaza Drive The Plaza at Harmon MeadowSecaucusNew Jersey 07094 ,201-553-9700,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Courtyard Paramus,320 Route 17 North ParamusNew Jersey 07652 ,201-599-1414,,,ThreeStar,new jersey,"Paramus,   New Jersey",Eastern
Extended Stay America Secaucus Meadowlands,1 Meadowlands Pkwy Secaucus 07094New Jersey ,201-617-1711,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Sheraton Lincoln Harbor Hotel,500 Harbor Boulevard WeehawkenNew Jersey 07086 ,201-617-5600,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Courtyard Secaucus Meadowlands,455 Harmon Meadow Boulevard SecaucusNew Jersey 07094 ,201-617-8888,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
The Westin Jersey City Newport,479 Washington Boulevard Jersey CityNew Jersey 07310 ,201-626-2900,,,FourStar,new jersey,"Jersey City,   New Jersey",Eastern
Courtyard Jersey City Newport,540 Washington Boulevard Jersey CityNJ 07310 ,201-626-6600,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Deedee's Brownstone Van Vorst Park,323 York Street  ,201-630-0092,,,FourStar,new jersey,"Jersey City,   New Jersey",Eastern
Extended Stay America Meadowlands Rutherford,750 Edwin L Ward Sr Vice Rd Sr. Memorial HighwayRutherfordNew Jersey  07070 ,201-635-0266,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Hilton Garden Inn Ridgefield Park,70 Challenger Road Ridgefield ParkNew Jersey 07660 ,201-641-2024,,,ThreeStar,new jersey,"Ridgefield Park,   New Jersey",Eastern
Hampton Inn Ridgefield Park,100 Us Highway 46 East Ridgefield ParkNew Jersey 07660 ,201-641-2900,,,ThreeStar,new jersey,"Ridgefield Park,   New Jersey",Eastern
Sonesta Simply Suites Huntsville Research Park (Ex. Candlewood Suites Jersey City),21 Second Street Jersey CityNew Jersey 07302 ,201-659-2500,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
10 Min Nyc,119 20Th St  ,201-679-9693,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Haiban Inn Jersey City,789 Newark Avenue Jersey CityNew Jersey 07306 ,201-685-7770,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Travel City Apartments at Newport Centre,177 Town Square Pl Jersey CityNew Jersey 07310 ,201-725-1878,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Best Western Premier NYC Gateway Hotel,2650 Paterson Plank Rd North BergenNew Jersey 07047 ,201-758-5770,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Residence Inn by Marriott Weehawken,100 Ferry Road WeehawkenNew Jersey 07086 ,201-758-7922,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Homewood Suites by Hilton Mahwah,375 Corporate Drive MahwahNew Jersey 07430 ,201-760-9994,,,ThreeStar,new jersey,"Mahwah,   New Jersey",Eastern
Red Carpet Inn Elmwood Park,204 Route 46 East Bergen Elmwood Park 07407New Jersey ,201-773-9510,,,TwoStar,new jersey,"Elmwood Park,   New Jersey",Eastern
Kennedy Apartments,John F. Kennedy Blvd  ,201-795-3300,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Townhouse Inn & Suites,50 Us Hwy Rr 46 East and River RoadElmwood ParkNew Jersey 07407 ,201-797-7700,,,TwoStar,new jersey,"Elmwood Park,   New Jersey",Eastern
Aloft Secaucus Meadowlands,"460 Harmon Meadows Bvld, Secaucus, NJ 07094, United States  1 km from city centre ",201-809-1000,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Luxury Apartment In Downtown Jersey,50 Christopher Columbus Drive  ,201-809-9900,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Hampton Inn & Suites Mahwah,290 Rt. 17S 07430 Mahwah MahwahNew Jersey 07430 ,201-828-2031,,,TwoStar,new jersey,"Mahwah,   New Jersey",Eastern
Teaneck Marriott at Glenpointe,100 Frank W Burr Boulevard Teaneck  07666New Jersey ,201-836-0600,,,FourStar,new jersey,"Teaneck,   New Jersey",Eastern
Comfort Inn Paramus (Ex.Holiday Inn Express Paramus),50 N Rte 17 ParamusNew Jersey 07652 ,201-843-5400,,,TwoStar,new jersey,"Paramus,   New Jersey",Eastern
Saddle Brook Marriott,138 New Pehle Avenue Saddle BrookNew Jersey 07663 ,201-843-9500,,,FourStar,new jersey,"Saddle Brook,   New Jersey",Eastern
Ramada by Wyndham Rochelle Park Near Paramus,375 W Passaic St Rochelle ParkNew Jersey 07662 ,201-845-3400,,,TwoStar,new jersey,"Rochelle Park,   New Jersey",Eastern
Garden Plaza Hotel,Pehle Avenue 129 07663 Saddle Brook Saddle BrookNJ 07663 ,201-845-7800,,,ThreeStar,new jersey,"Saddle Brook,   New Jersey",Eastern
Howard Johnson by Wyndham North Bergen,1300 Tonnelle Ave North BergenNew Jersey 07047 ,201-863-6363,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
La Quinta Inn & Suites Secaucus Meadowlands,350 Lighting Way SecaucusNew Jersey 07094 ,201-863-8700,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Hilton Garden Inn Secaucus Meadowlands,875 Route 3 East Service Road SecaucusNew Jersey 07094 ,201-864-1400,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Super 8 by Wyndham North Bergen NJ NYC Area,2800 Columbia Ave North BergenNew Jersey 07047 ,201-864-4500,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Embassy Suites Secaucus Meadowlands,455 Plaza Drive SecaucusNew Jersey 07094 ,201-864-7300,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Candlewood Suites Secaucus,279 Secaucus Road SecaucusNew Jersey 07094 ,201-865-3900,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Holiday Inn Express North Bergen Lincoln Tunnel,2600 Tonnelle Avenue 2600 North BergenNew Jersey 07047 ,201-866-0400,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Meadowlands River Inn,250 Harmon Meadow Boulevard SecaucusNew Jersey 07094 ,201-867-4400,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Crowne Plaza Englewood,401 S Van Brunt St EnglewoodNJ 07631 ,201-871-2020,,,ThreeStar,new jersey,"Englewood,   New Jersey",Eastern
Clinton Inn Hotel & Event Center,145 Dean Drive Tenafly Nj 07670 TenaflyNew Jersey 07670 ,201-871-3200,,,ThreeStar,new jersey,"Englewood,   New Jersey",Eastern
Yesterday Farm,1480 Hamlin Highway Lake ArielPennsylvania 18436 ,201-874-3852,,,ThreeStar,pennsylvania,"Lake Ariel,   Pennsylvania",Eastern
HC 55 Beach Haus,Blaine Avenue Seaside HeightsNew Jersey 08751 ,201-877-1009,,,ThreeStar,new jersey,"Seaside Heights,   New Jersey",Eastern
Crowne Plaza Saddle Brook,50 Kenny Pl Saddle BrookNew Jersey 07663 ,201-880-8250,,,ThreeStar,new jersey,"Saddle Brook,   New Jersey",Eastern
Homewood Suites By Hilton Teaneck Glenpointe,One Glenwood Avenue Suite A Suite ANewarkNew Jersey 07666 ,201-883-1777,,,ThreeStar,new jersey,"Teaneck,   New Jersey",Eastern
Hampton Inn & Suites Teaneck Glenpointe,One Glenwood Avenue Suite B Teaneck New Jersey 07666 Usa Suite BTeaneck 07666New Jersey ,201-883-9777,,,TwoStar,new jersey,"Teaneck,   New Jersey",Eastern
Hilton Meadowlands,2 Meadowlands Plaza East RutherfordNew Jersey 07073 ,201-896-0500,,,ThreeStar,new jersey,"East Rutherford,   New Jersey",Eastern
Courtyard Lyndhurst Meadowlands,1 Polito Avenue LyndhurstNew Jersey 07071 ,201-896-6666,,,ThreeStar,new jersey,"Jersey City,   New Jersey",Eastern
Dharma Home Suites JC at Grove St II,160 Morgan Street Jersey CityNew Jersey 07302 ,201-918-2684,,,FourStar,new jersey,"Jersey City,   New Jersey",Eastern
Quality Inn Meadowlands,10 Polito Avenue LyndhurstNew Jersey 07071 ,201-933-9800,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Residence Inn Saddle River,7 Boroline Road Saddle RiverNew Jersey 07458 ,201-934-4144,,,ThreeStar,new jersey,"Saddle River,   New Jersey",Eastern
Holiday Inn Express Ramsey Mahwah,946 Route 17 North RamseyNew Jersey 07446 ,201-934-9250,,,TwoStar,new jersey,"Ramsey,   New Jersey",Eastern
Super 8 by Wyndham Meadowlands (Ex. Econo Lodge Meadowlands),395 Washington Avenue CarlstadtNew Jersey 07072 ,201-935-4600,,,TwoStar,new jersey,"Carlstadt,   New Jersey",Eastern
Hampton Inn Carlstadt at The Meadowlands,304 Paterson Plank Road 07072 Carlstadt CarlstadtNew Jersey 07072 ,201-935-9000,,,TwoStar,new jersey,"Carlstadt,   New Jersey",Eastern
Residence Inn East Rutherford Meadowlands,10 Murray Hill Pkwy East Rutherford East RutherfordNew Jersey 07073 ,201-939-0020,,,ThreeStar,new jersey,"East Rutherford,   New Jersey",Eastern
Extended Stay America Meadowlands East Rutherford,300 State Highway Route 3 East Route 3 EastEast RutherfordNew Jersey 07073 ,201-939-8866,,,TwoStar,new jersey,"East Rutherford,   New Jersey",Eastern
Homewood Suites by Hilton Edgewater NYC Area,10 The Promenade EdgewaterNew Jersey 07020 ,201-941-4700,,,ThreeStar,new jersey,"Edgewater,   New Jersey",Eastern
Comfort Inn,725 River Rd EdgewaterNew Jersey 07020 ,201-943-3131,,,TwoStar,new jersey,"Edgewater,   New Jersey",Eastern
Skyview Motel,1560 Bergen Boulevard Route 46 East Route 46 EastFort LeeNew Jersey 07024-2182 ,201-944-1700,,,TwoStar,new jersey,"Fort Lee,   New Jersey",Eastern
Holiday Inn George Washington Bridge Fort Lee,2339 Route 4 East 2339 07024 Fort Lee Fort LeeNew Jersey 07024 ,201-944-5000,,,ThreeStar,new jersey,"Fort Lee,   New Jersey",Eastern
Courtyard by Marriott Edgewater NYC Area,3 Pembroke Place EdgewaterNew Jersey 07020 ,201-945-5440,,,FourStar,new jersey,"Edgewater,   New Jersey",Eastern
Days Inn by Wyndham Ridgefield NJ,1085 Us Highway 46 West RidgefieldNew Jersey 07657 ,201-945-5670,,,TwoStar,new jersey,"Ridgefield,   New Jersey",Eastern
Courtesy Inn Fort Lee,2167 Route 4 East Fort LeeNew Jersey 07024 ,201-947-2100,,,OneStar,new jersey,"Fort Lee,   New Jersey",Eastern
The Hayden Creek Inn,7667 SR 80 Springfield CenterNew York 13468 ,201-952-9152,,,ThreeStar,new york,"Cooperstown,   New York",Eastern
Travelodge by Wyndham Jersey City,881 Tonnele Ave Jersey CityNew Jersey 07307-3938 ,201-963-3361,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
The Holland Hotel,175 12th Street Jersey CityNew Jersey 07310 ,201-963-6200,,,TwoStar,new jersey,"Jersey City,   New Jersey",Eastern
Meridian Manor Bed and Breakfast,2030 16th Street NW WashingtonDistrict of Columbia 20009 ,202-213-3849,,,ThreeStar,district of columbia,"Washington,   District of Columbia",Eastern
Hotel RL Washington DC,1823 L St Nw Washington D.C.District of Columbia 20036 ,202-223-4320,,,ThreeStar,district of columbia,"Washington,   District of Columbia",Eastern
Embassy Circle Guest House,2224 R Street NW WashingtonDC 20008 ,202-232-1165,,,FourStar,district of columbia,"Washington,   District of Columbia",Eastern
The Darcy Washington DC Curio Collection by Hilton,1515 Rhode Island Avenue Nw WashingtonDistrict of Columbia 20005-5595 ,202-232-7000,,,FourStar,district of columbia,"Washington,   District of Columbia",Eastern
District Hotel,1440 Rhode Island Ave Nw WashingtonDistrict of Columbia 20005 ,202-232-7800,,,TwoStar,district of columbia,"Washington,   District of Columbia",Eastern
Rouge a Kimpton Hotel,1315 Sixteenth Street Northwest NW WashigtonDC 20036 ,202-232-8000,,,FourStar,district of columbia,"Washington,   District of Columbia",Eastern
Omni Shoreham Hotel,2500 Calvert St Nw WashingtonDistrict of Columbia 20008 ,202-234-0700,,,FourStar,district of columbia,"Washington,   District of Columbia",Eastern
Kimpton Carlyle Hotel Dupont Circle,1731 New Hampshire Ave Nw Washington DC 20009 ,202-234-3200,,,FourStar,district of columbia,"Washington,   District of Columbia",Eastern
